iter	Logloss
257	0.1897626676
258	0.189530636
259	0.1887008125
260	0.1885313963
261	0.1884184324
262	0.1883682118
263	0.1877424841
264	0.1868959784
265	0.1864063039
266	0.1859758071
267	0.1850365044
268	0.1844751263
269	0.1841385457
270	0.1836979937
271	0.182678657
272	0.1822912736
273	0.1816983202
274	0.180435343
275	0.1803952865
276	0.1801403971
277	0.179818768
278	0.1795465485
279	0.1791617246
280	0.1779408
281	0.1772376064
282	0.1768350197
283	0.1758103275
284	0.1750958114
285	0.1742818191
286	0.1741608424
287	0.1726275851
288	0.1722967754
289	0.1719414542
290	0.1719084914
291	0.1714347265
292	0.1711238345
293	0.1708543137
294	0.1707606566
295	0.1705340816
296	0.1701220143
297	0.1700383807
298	0.1696705277
299	0.1693323562
300	0.1684666395
301	0.1681830221
302	0.1671200981
303	0.1659728948
304	0.1653872353
305	0.1648469854
306	0.1647037336
307	0.1645402212
308	0.1641519115
309	0.1640603477
310	0.1639227567
311	0.1633702299
312	0.1627310736
313	0.1625246611
314	0.1621926867
315	0.1619941674
316	0.1613300739
317	0.1609962235
318	0.1603775403
319	0.159692777
320	0.1592812079
321	0.1589084782
322	0.1579076533
323	0.1576627339
324	0.1576293387
325	0.157575709
326	0.1575169333
327	0.1573623059
328	0.1568137094
329	0.1566200806
330	0.156178456
331	0.1557907511
332	0.1551059387
333	0.1548913193
334	0.1540879246
335	0.1540398731
336	0.153786545
337	0.1536713562
338	0.1535760211
339	0.1528616799
340	0.1524669512
341	0.151845625
342	0.1517972727
343	0.1517170742
344	0.1515909035
345	0.1507070987
346	0.1505456003
347	0.1499939567
348	0.14944432
349	0.1487887319
350	0.1487586916
351	0.1484719084
352	0.1483440871
353	0.1475482024
354	0.1471714281
355	0.1467951349
356	0.1466252768
357	0.1463967736
358	0.1456053289
359	0.1454517201
360	0.1450158932
361	0.1447678484
362	0.1444172546
363	0.1441445039
364	0.1440611888
365	0.1435630322
366	0.1434254636
367	0.1432105082
368	0.1429285788
369	0.142854019
370	0.1428297825
371	0.1419722153
372	0.141238383
373	0.1408657678
374	0.1399706818
375	0.1393973686
376	0.1389017158
377	0.1383752118
378	0.1383078629
379	0.138258924
380	0.1381390019
381	0.1379172503
382	0.1376123605
383	0.137340456
384	0.1370538144
385	0.1366197785
386	0.1363464423
387	0.1362829867
388	0.1358143609
389	0.1353666272
390	0.1352702971
391	0.1351561878
392	0.1348383024
393	0.1344215886
394	0.1341903148
395	0.1340013732
396	0.1335892723
397	0.1334593037
398	0.1333154841
399	0.133261699
400	0.132970096
401	0.1328922538
402	0.1325357186
403	0.1321733178
404	0.1317570355
405	0.131741825
406	0.1316906928
407	0.1313438909
408	0.1305815802
409	0.1301413606
410	0.1297846388
411	0.1297080374
412	0.1296090555
413	0.1288940735
414	0.1288799706
415	0.1285747223
416	0.1285043532
417	0.1284127628
418	0.1278233337
419	0.1278081117
420	0.1275157464
421	0.1268222881
422	0.1267141233
423	0.1261866646
424	0.1258079286
425	0.1256415084
426	0.1252794252
427	0.1252044715
428	0.12477271
429	0.1246139598
430	0.1242017178
431	0.1240186631
432	0.123348091
433	0.1227880088
434	0.1225175009
435	0.1224997938
436	0.1221702887
437	0.1216397084
438	0.1214517277
439	0.1211518643
440	0.1207460216
441	0.1201323256
442	0.1200073031
443	0.1197449622
444	0.1194412986
445	0.1192314235
446	0.118994282
447	0.1187599482
448	0.1187057693
449	0.1186737708
450	0.1178642991
451	0.117681442
452	0.1172109014
453	0.1168619431
454	0.1163967552
455	0.1157602218
456	0.1155923618
457	0.1154052189
458	0.1152119598
459	0.1151954039
460	0.1151280717
461	0.114761874
462	0.1146433624
463	0.114215942
464	0.1141767596
465	0.1139026823
466	0.1136224144
467	0.1135601564
468	0.1134557033
469	0.113174921
470	0.1130109438
471	0.1126814503
472	0.1126381161
473	0.112577572
474	0.1123925168
475	0.112144914
476	0.1119526152
477	0.1116416533
478	0.111627741
479	0.1114742103
480	0.111248149
481	0.1109504013
482	0.1106771544
483	0.1106014816
484	0.1101426754
485	0.1098925848
486	0.10950817
487	0.109349714
488	0.1092810849
489	0.1090348464
490	0.1089306866
491	0.1088462936
492	0.1087317462
493	0.1084729609
494	0.107959705
495	0.1077694343
496	0.1077530976
497	0.1073478944
498	0.1072432039
499	0.1069556695
