iter	Logloss
156	0.3184888694
157	0.3174529473
158	0.3164025726
159	0.3157770678
160	0.3137756696
161	0.3129253302
162	0.3121029805
163	0.3113110125
164	0.3104159524
165	0.3092080052
166	0.3083019081
167	0.3059383696
168	0.3054743441
169	0.3039646269
170	0.3018137825
171	0.3009406287
172	0.2998796259
173	0.2987051994
174	0.2976598049
175	0.2957740797
176	0.2941819912
177	0.2916853161
178	0.2913777106
179	0.2902615772
180	0.2883462456
181	0.2872265091
182	0.2854813497
183	0.2841800775
184	0.2815701021
185	0.2799328164
186	0.2788451987
187	0.277752812
188	0.2767504969
189	0.2763412439
190	0.2736931424
191	0.2727173806
192	0.2709681017
193	0.269777478
194	0.2683090628
195	0.2671623227
196	0.2647196388
197	0.2634061542
198	0.2631234498
199	0.2625418051
200	0.2605549184
201	0.2581763472
202	0.2564535571
203	0.2549523639
204	0.2543303958
205	0.2529590716
206	0.252580022
207	0.2501339078
208	0.2489361312
209	0.2470587
210	0.2457196795
211	0.2442202477
212	0.2437444333
213	0.2431838662
214	0.2428366891
215	0.2422807087
216	0.2408510138
217	0.2402897538
218	0.2398553161
219	0.2392773161
220	0.2380608998
221	0.2366828618
222	0.2359755903
223	0.2350029256
224	0.2335257606
225	0.2331284342
226	0.2322801726
227	0.2308307699
228	0.2297061556
229	0.2282882749
230	0.2275061978
231	0.2264319549
232	0.2256607499
233	0.2244355871
234	0.2239480345
235	0.2223953588
236	0.2220140216
237	0.2216784356
238	0.2211578946
239	0.22019813
240	0.2193394554
241	0.2180326032
242	0.2167700487
243	0.2151879557
244	0.2147269148
245	0.214061044
246	0.212942409
247	0.2117843177
248	0.2108017011
249	0.2101876556
250	0.2093852511
251	0.2079300032
252	0.2073811397
253	0.2067188947
254	0.2060088249
255	0.2052383497
256	0.2043252027
257	0.2039415076
258	0.203236696
259	0.2029875663
260	0.2018131929
261	0.2015921697
262	0.2006632307
263	0.2004340186
264	0.1987481034
265	0.1983550227
266	0.1978160653
267	0.1969497287
268	0.1967495644
269	0.1964761752
270	0.1958589881
271	0.1946697064
272	0.1941796498
273	0.1933967598
274	0.1923636058
275	0.1915563345
276	0.190849028
277	0.1899152936
278	0.1891327444
279	0.1883110332
280	0.1872750303
281	0.1865771877
282	0.1858518817
283	0.1847328348
284	0.184162002
285	0.1833453369
286	0.1828103458
287	0.1814372184
288	0.1804760888
289	0.1799590927
290	0.1794289737
291	0.1791292714
292	0.178518497
293	0.1781127123
294	0.1774098562
295	0.1767247544
296	0.176015079
297	0.174712617
298	0.173913699
299	0.173777211
300	0.1733142246
301	0.1727502188
302	0.1720345258
303	0.171037536
304	0.1699102043
305	0.168857123
306	0.1683471226
307	0.1680982763
308	0.1674515561
309	0.1665208402
310	0.1657377582
311	0.1650811602
312	0.1642483658
313	0.1635287218
314	0.1625382708
315	0.1617286105
316	0.1606684749
317	0.1599039128
318	0.1590850426
319	0.1586568611
320	0.1583516324
321	0.1576074797
322	0.1573709552
323	0.1565011728
324	0.1562380452
325	0.1555746364
326	0.1549988782
327	0.154253112
328	0.1541332341
329	0.1536359117
330	0.1532213587
331	0.1529519796
332	0.152492478
333	0.1514050194
334	0.1510404987
335	0.1498495667
336	0.1492628016
337	0.1488852428
338	0.1482123297
339	0.1470900994
340	0.1464526117
341	0.1460601553
342	0.1459358665
343	0.1453358193
344	0.1449584104
345	0.1446213308
346	0.1439734255
347	0.1427430927
348	0.1423555435
349	0.1416953022
350	0.1415691406
351	0.1408554961
352	0.1406034605
353	0.1399430107
354	0.1395595842
355	0.1391908521
356	0.1386684995
357	0.13827519
358	0.1374705689
359	0.1368969459
360	0.136104484
361	0.1353286155
362	0.1351739498
363	0.1344261201
364	0.1338920791
365	0.133745548
366	0.1333696989
367	0.1326459513
368	0.1318809274
369	0.1311926434
370	0.1303756061
371	0.1302134061
372	0.130013243
373	0.1298831772
374	0.1292961995
375	0.1284546915
376	0.1282310874
377	0.1277162515
378	0.127343059
379	0.1270394909
380	0.1265308405
381	0.1263240138
382	0.1257377223
383	0.1255937125
384	0.1249227881
385	0.124687859
386	0.1241045659
387	0.1235520573
388	0.1230619564
389	0.1229559264
390	0.1228127797
391	0.1224687908
392	0.1216731616
393	0.1208910324
394	0.120490876
395	0.1200825713
396	0.1194926946
397	0.1191251381
398	0.1185462885
399	0.1181016426
400	0.1175653987
401	0.1174358027
402	0.1166557169
403	0.1164468153
404	0.1161636876
405	0.1157681374
406	0.1154957637
407	0.11487066
408	0.1145456719
409	0.1142508164
410	0.113619246
411	0.113268841
412	0.1131181702
413	0.1128084702
414	0.112708125
415	0.1125249669
416	0.1121666608
417	0.1113019647
418	0.1108846984
419	0.1101652391
420	0.1097243369
421	0.1094503133
422	0.1088150477
423	0.1083061411
424	0.1081925606
425	0.107888628
426	0.1076151233
427	0.1071387206
428	0.1068473305
429	0.1064431631
430	0.1063366882
431	0.1059372744
432	0.1056113196
433	0.1054210717
434	0.1049418292
435	0.1046468082
436	0.1042836903
437	0.1040978346
438	0.1038453773
439	0.1036089083
440	0.103161041
441	0.1028636361
442	0.1023288406
443	0.102200807
444	0.1019612274
445	0.1017199676
446	0.1011773787
447	0.1009430419
448	0.1004284404
449	0.1003639355
450	0.1002435906
451	0.09992108313
452	0.09928620998
453	0.09901796589
454	0.09886442196
455	0.09858205214
456	0.09811814092
457	0.09797828693
458	0.09772647703
459	0.09730807468
460	0.09703170804
461	0.09695111183
462	0.09688703247
463	0.09662165089
464	0.09635726381
465	0.09621105787
466	0.09611767982
467	0.09602336618
468	0.09572406884
469	0.0956258148
470	0.09528436958
471	0.09509387984
472	0.09492670811
473	0.09474946075
474	0.09429563783
475	0.09376804924
476	0.09342688908
477	0.09308809535
478	0.09296985249
479	0.09236633037
480	0.09227323652
481	0.09198028398
482	0.09169269191
483	0.09148288682
484	0.09139431845
485	0.09082458082
486	0.09056463733
487	0.09005504647
488	0.08986536421
489	0.08933657015
490	0.08881746371
491	0.08859259971
492	0.0885333244
493	0.08834318953
494	0.08826607764
495	0.08806265064
496	0.08787451747
497	0.08763032892
498	0.08748572679
499	0.08700501772
