iter	Logloss
116	0.3787327367
117	0.376145765
118	0.3745948235
119	0.3721161053
120	0.372004041
121	0.370638272
122	0.3698802756
123	0.3687459476
124	0.366652962
125	0.3634920875
126	0.3628213766
127	0.3625790769
128	0.3608838223
129	0.3576858528
130	0.3573138825
131	0.3568343136
132	0.3555859673
133	0.3530973791
134	0.3529556221
135	0.350558744
136	0.3504522969
137	0.3489895947
138	0.3471711515
139	0.3456008079
140	0.3437992472
141	0.3426984752
142	0.3399052347
143	0.3387705618
144	0.3370747701
145	0.3365923804
146	0.3338027316
147	0.3336685156
148	0.3328645736
149	0.3322790011
150	0.3320084827
151	0.3290996583
152	0.3274062227
153	0.3265892111
154	0.3256649
155	0.3246287848
156	0.3240459946
157	0.3213766374
158	0.3197611541
159	0.3185964266
160	0.3160872081
161	0.3153102414
162	0.3141542482
163	0.3122005922
164	0.310677845
165	0.3082890525
166	0.3073076603
167	0.3063864256
168	0.30501359
169	0.3044335307
170	0.3037886797
171	0.3018800189
172	0.3005448903
173	0.2986267497
174	0.2980268571
175	0.2964733087
176	0.2944259991
177	0.2935047653
178	0.2929772082
179	0.2919043751
180	0.2908464582
181	0.2896236592
182	0.288703856
183	0.2884205852
184	0.2874711977
185	0.2862600845
186	0.2856634083
187	0.2833453634
188	0.2820907856
189	0.2806372472
190	0.2792569666
191	0.2789677786
192	0.2775033334
193	0.2773814561
194	0.2747507404
195	0.2723531313
196	0.2717803434
197	0.269959732
198	0.2681108416
199	0.2664299778
200	0.265159717
201	0.2639147884
202	0.2621280948
203	0.2602479156
204	0.2595327435
205	0.2568285316
206	0.2544661855
207	0.2534816579
208	0.2525541538
209	0.2516151311
210	0.2508363523
211	0.2492863861
212	0.2479921725
213	0.2468818151
214	0.2463557955
215	0.2444437885
216	0.2433501415
217	0.2428557808
218	0.2423127738
219	0.2409024555
220	0.2394218621
221	0.2389204667
222	0.2384895515
223	0.2379875492
224	0.2375343142
225	0.2359213345
226	0.2346766527
227	0.2332119926
228	0.2322807679
229	0.2304075883
230	0.2278696836
231	0.2272123224
232	0.2261558946
233	0.2249850803
234	0.2241141495
235	0.2233404298
236	0.2224544265
237	0.2201488653
238	0.2189646677
239	0.2182006919
240	0.2171481243
241	0.2166523776
242	0.2147082154
243	0.2143391753
244	0.2135117897
245	0.2130418669
246	0.2115481445
247	0.2105001552
248	0.2097099582
249	0.2090364335
250	0.2079434016
251	0.2065718497
252	0.204983385
253	0.2036558421
254	0.2030148369
255	0.2014041705
256	0.1999140338
257	0.1989149483
258	0.1979379854
259	0.1974354705
260	0.1965348184
261	0.1956015408
262	0.1945853723
263	0.1939744638
264	0.193341033
265	0.1920499564
266	0.1910537399
267	0.1895729911
268	0.1886594118
269	0.1872921901
270	0.1862591007
271	0.1858675498
272	0.1856654248
273	0.1851455313
274	0.1850152046
275	0.1846794767
276	0.1835975441
277	0.182321488
278	0.1819847386
279	0.1813442957
280	0.1796132291
281	0.1788550795
282	0.1784880097
283	0.1781721476
284	0.1773884363
285	0.177149605
286	0.1769129325
287	0.1766644125
288	0.1759627806
289	0.1748887633
290	0.1746818622
291	0.17431397
292	0.1738070469
293	0.1734848311
294	0.1730645112
295	0.17145336
296	0.1710824812
297	0.1704185948
298	0.1700882363
299	0.1694201055
300	0.1690986283
301	0.1688414939
302	0.1680267128
303	0.1668373239
304	0.1662067172
305	0.165477931
306	0.1649003543
307	0.1641251553
308	0.1635609071
309	0.1631131169
310	0.1629314354
311	0.1626003066
312	0.1623107442
313	0.1613617479
314	0.1609421031
315	0.1605292147
316	0.1597596803
317	0.1591859221
318	0.1586865986
319	0.1584274596
320	0.1579280091
321	0.1575034623
322	0.1571432798
323	0.1558340411
324	0.1551435198
325	0.1543759049
326	0.1539375275
327	0.1532725207
328	0.1528281812
329	0.1525659949
330	0.1519018992
331	0.1513113283
332	0.1507771568
333	0.1501748681
334	0.149695409
335	0.1490924104
336	0.1489263753
337	0.1482380148
338	0.1472113793
339	0.1469815585
340	0.1465178765
341	0.1455426389
342	0.1445048448
343	0.1440186742
344	0.1436130268
345	0.1429822575
346	0.1426130644
347	0.1424187388
348	0.1416237064
349	0.1411871944
350	0.1408763855
351	0.1407309899
352	0.1399836414
353	0.1393545301
354	0.1392494267
355	0.1385843334
356	0.1383685651
357	0.1378255387
358	0.1372958231
359	0.1370652994
360	0.1369431186
361	0.1362782985
362	0.1360669732
363	0.1355763615
364	0.1349776516
365	0.1344297033
366	0.134118431
367	0.1338852763
368	0.1336460238
369	0.1331671259
370	0.1325595187
371	0.1323028563
372	0.1316311896
373	0.131356746
374	0.1305841144
375	0.1301041678
376	0.1298351749
377	0.1293003739
378	0.1291685742
379	0.1285430136
380	0.1275198184
381	0.1273689933
382	0.1267888765
383	0.1259813564
384	0.125504467
385	0.124938515
386	0.1242860873
387	0.1238575836
388	0.1232842605
389	0.1228240202
390	0.1224685479
391	0.1221954925
392	0.1214650641
393	0.1211049859
394	0.1203414713
395	0.1197598484
396	0.119291534
397	0.1191776807
398	0.1187879548
399	0.1180108541
400	0.1176781997
401	0.1169646645
402	0.1166077652
403	0.1163579105
404	0.1160899845
405	0.115777252
406	0.1155672472
407	0.1149082867
408	0.114646334
409	0.1140830415
410	0.1134856569
411	0.1130509955
412	0.1127635029
413	0.1123455452
414	0.1122625909
415	0.1119817003
416	0.1113101065
417	0.1108094873
418	0.110603572
419	0.1100808483
420	0.1098216428
421	0.1092495044
422	0.1091137159
423	0.1086525152
424	0.1081127165
425	0.1075339555
426	0.1075031856
427	0.1072484849
428	0.1070552403
429	0.1067912652
430	0.1063475065
431	0.1060923512
432	0.1059346052
433	0.1052999851
434	0.1050838723
435	0.1048516146
436	0.1043844839
437	0.1040663968
438	0.1038153264
439	0.103511029
440	0.1032319839
441	0.1029741756
442	0.1026432126
443	0.1023681266
444	0.102214666
445	0.1021005792
446	0.1018851615
447	0.1013360912
448	0.1009574261
449	0.1005961833
450	0.1001896537
451	0.0997804797
452	0.0994112637
453	0.09903199769
454	0.0987222353
455	0.09845122598
456	0.09830378104
457	0.09798472922
458	0.09792049305
459	0.09774451705
460	0.09742475021
461	0.097272483
462	0.09690933405
463	0.09654280192
464	0.09627262774
465	0.09602907032
466	0.09573390246
467	0.09553938941
468	0.09528960177
469	0.09474521366
470	0.0943104739
471	0.09421906895
472	0.09382032509
473	0.09355963166
474	0.09336649602
475	0.09290779278
476	0.09271259019
477	0.09259620546
478	0.0922986102
479	0.09195034837
480	0.09165960434
481	0.09141425658
482	0.09131758661
483	0.09120175758
484	0.09098695587
485	0.09053364981
486	0.09036807569
487	0.09022097428
488	0.08987706957
489	0.08967157386
490	0.08948617924
491	0.08938594725
492	0.08926206446
493	0.08896655339
494	0.08855476331
495	0.08840631534
496	0.08824098406
497	0.08785316406
498	0.08778776732
499	0.08766344879
